;;; DO NOT EDIT THIS FILE!!!!
;;;
;;; CREATED BY THE VCPP PRE-PROCESSOR
;;;
;;; instead, edit source file: L:\vocabase.vc




;;; NUMBER 1

;;; SPEECH  art


(4017 seventeen  noun)

(4018 18  noun)
(4018 eighteen  noun)

(4019 19  noun)
(4019 nineteen  noun)
(4019 ninteen  noun)

(4020 20  noun)
(4020 twenty  noun)

(4021 30  noun)
(4021 thirty  noun)

(4022 40  noun)
(4022 forty  noun)

(4023 50  noun)
(4023 fifty  noun)

(4024 60  noun)
(4024 sixty  noun)

(4025 70  noun)
(4025 seventy  noun)

(4026 80  noun)
(4026 eighty  noun)

(4027 90  noun)
(4027 ninety  noun)

(4028 100  noun)
(4028 hundred  noun)

(4029 1000  noun)
(4029 thousand  noun)

(4030 1000000  noun)
(4030 million  noun)




;;; NUMBER 4093

;;; SPEECH 


;;; SPEECH  noun


(4093 unknownNumber  noun)


;;; SPEECH 

(4094 !* )
(4094 NOWORD )


;;; SPEECH  noun verb adj pos conj art adv auxv pron

(4095 *  noun verb adj pos conj art adv auxv pron)
(4095 ANY  noun verb adj pos conj art adv auxv pron)
(4095 ANYWORD  noun verb adj pos conj art adv auxv pron)
